Interactor 1 Gene symbol,Interactor 1 HPRD id,Interactor 1 RefSeq id,Interactor 2 Gene symbol,Interactor 2 HPRD id,Interactor 2 RefSeq id,"Experiment type (in vivo, in vitro and yeast 2-hybrid)"
RBM39,09201,NP_909122.1,JUN,01302,NP_002219.1,in vitro
RAGE,09310,NP_055041.1,JUN,01302,NP_002219.1,in vitro
MAPKAPK5,09467,NP_620777.1,JUN,01302,NP_002219.1,in vitro
BATF,09820,NP_006390.1,JUN,01302,NP_002219.1,in vitro;yeast 2-hybrid
CREB5,09896,NP_878901.2,JUN,01302,NP_002219.1,in vitro
COBRA1,10845,NP_056271.2,JUN,01302,NP_002219.1,in vitro;in vivo
TPM2,11768,NP_003280.2,JUN,01302,NP_002219.1,in vivo;yeast 2-hybrid
CTRL,00344,NP_001898.1,SERPINA3,00120,NP_001076.2,in vitro
PIAS1,16029,NP_057250.1,JUN,01302,NP_002219.1,in vitro
RPL18A,16045,NP_000971.1,JUN,01302,NP_002219.1,in vitro
JDP2,16360,NP_001128521.1,JUN,01302,NP_002219.1,in vitro;in vivo
SNRK,18082,NP_060189.3,JUN,01302,NP_002219.1,in vitro
RNPEP,04055,NP_064601.3,ZFYVE9,04782,NP_004790.2,yeast 2-hybrid
FHL2,04026,NP_001441.4,ZFYVE9,04782,NP_004790.2,yeast 2-hybrid
EIF4G1,06774,NP_886553.2,ZFYVE9,04782,NP_004790.2,yeast 2-hybrid
ZMYND8,10166,NP_898868.1,ZFYVE9,04782,NP_004790.2,yeast 2-hybrid
CHD6,13049,NP_115597.3,ZFYVE9,04782,NP_004790.2,yeast 2-hybrid
RBBP6,02964,NP_008841.2,ZFYVE9,04782,NP_004790.2,yeast 2-hybrid
CTRB1,00345,NP_001897.4,SERPINA3,00120,NP_001076.2,in vitro;in vivo
RHOT2,15248,NP_620124.1,ZFYVE9,04782,NP_004790.2,yeast 2-hybrid
SMAD5,04381,NP_005894.3,SF3B1,09281,NP_036565.2,yeast 2-hybrid
MAPK14,02619,NP_001306.1,JUNB,01303,NP_002220.1,in vitro
SMAD4,02995,NP_005350.1,JUNB,01303,NP_002220.1,in vitro
MAPK8,03100,NP_620637.1,JUNB,01303,NP_002220.1,in vitro;in vivo
FOSL2,03343,NP_005244.1,JUNB,01303,NP_002220.1,in vitro
SMAD3,04380,NP_005893.1,JUNB,01303,NP_002220.1,in vitro;in vivo
BATF,09820,NP_006390.1,JUNB,01303,NP_002220.1,in vitro;yeast 2-hybrid
JDP2,16360,NP_001128521.1,JUNB,01303,NP_002220.1,in vitro;in vivo
TBP,02511,NP_003185.1,JUND,01304,NP_005345.3,in vitro
CMA1,00346,NP_001827.1,SERPINA3,00120,NP_001076.2,in vitro
NFE2L2,02732,NP_006155.2,JUND,01304,NP_005345.3,in vivo
SMAD4,02995,NP_005350.1,JUND,01304,NP_005345.3,in vitro
MAPK8,03100,NP_620637.1,JUND,01304,NP_005345.3,in vitro
FOSL2,03343,NP_005244.1,JUND,01304,NP_005345.3,in vitro
MAPK9,04206,NP_002743.3,JUND,01304,NP_005345.3,in vitro
ATF3,04395,NP_001665.1,JUND,01304,NP_005345.3,in vivo
COPS5,06888,NP_006828.2,JUND,01304,NP_005345.3,in vitro
RFWD2,07455,NP_071902.2,JUND,01304,NP_005345.3,in vivo
BATF,09820,NP_006390.1,JUND,01304,NP_005345.3,in vitro;yeast 2-hybrid
JDP2,16360,NP_001128521.1,JUND,01304,NP_005345.3,in vitro;in vivo
MMP1,00384,NP_002412.1,SERPINA3,00120,NP_001076.2,in vitro;in vivo
SMAD5,04381,NP_005894.3,SMAD4,02995,NP_005350.1,yeast 2-hybrid
CEBPB,01801,NP_005185.2,SPI1,01305,NP_001074016.1,in vitro
NONO,02098,NP_031389.3,SPI1,01305,NP_001074016.1,in vitro;in vivo
GATA1,02372,NP_002040.1,SPI1,01305,NP_001074016.1,in vitro;in vivo
IRF8,03336,NP_002154.1,SPI1,01305,NP_001074016.1,in vitro
IRF4,03543,NP_002451.2,SPI1,01305,NP_001074016.1,in vitro;in vivo
SPIB,06007,Q01892,SPI1,01305,NP_001074016.1,in vitro
SMAD5,04381,NP_005894.3,SMAD1,03356,NP_005891.1,yeast 2-hybrid
FGFR2,01492,NP_075261.1,FGF5,01307,NP_004455.2,in vivo
CELA1,00553,NP_001962.3,SERPINA3,00120,NP_001076.2,in vitro
SMAD5,04381,NP_005894.3,MTMR10,07895,NP_060232.2,yeast 2-hybrid
OPRK1,01309,NP_000903.2,OPRD1,01308,NP_000902.3,in vivo
PRKCA,01498,NP_002728.1,OPRD1,01308,NP_000902.3,in vitro;in vivo
PRKCE,01500,NP_005391.1,OPRD1,01308,NP_000902.3,in vitro;in vivo
PRKCD,01501,NP_006245.2,OPRD1,01308,NP_000902.3,in vitro;in vivo
OPRM1,02484,NP_001138751.1,OPRD1,01308,NP_000902.3,in vivo
KLHL3,09011,NP_059111.2,OPRD1,01308,NP_000902.3,in vivo
ELANE,00554,NP_001963.1,SERPINA3,00120,NP_001076.2,in vitro
SLC9A3R1,05406,NP_004243.1,OPRK1,01309,NP_000903.2,in vitro;in vivo
CREBBP,02534,NP_004371.2,MECOM,01310,NP_001098547.3,in vitro;in vivo
HDAC1,03143,NP_004955.2,MECOM,01310,NP_001098547.3,in vitro;in vivo
CTBP1,04015,NP_001319.1,MECOM,01310,NP_001098547.3,in vitro;in vivo
CTBP2,04016,NP_073713.2,MECOM,01310,NP_001098547.3,in vitro
SMAD3,04380,NP_005893.1,MECOM,01310,NP_001098547.3,in vitro;in vivo
HDAC4,05610,NP_006028.2,MECOM,01310,NP_001098547.3,in vitro;in vivo
KAT2B,06780,NP_003875.3,MECOM,01310,NP_001098547.3,in vitro;in vivo
SMAD5,04381,NP_005894.3,PNKP,09284,NP_009185.2,yeast 2-hybrid
ZIC1,02718,NP_003403.2,GLI1,01311,NP_005260.1,in vitro;in vivo
MST1,00798,NP_066278.3,SERPINA3,00120,NP_001076.2,in vitro
ZIC2,04353,NP_009060.2,GLI1,01311,NP_005260.1,in vitro
SUFU,06124,NP_057253.2,GLI1,01311,NP_005260.1,in vitro;in vivo
STK36,09631,NP_056505.2,GLI1,01311,NP_005260.1,in vivo
SMAD5,04381,NP_005894.3,SFPQ,07284,NP_005057.1,yeast 2-hybrid
ZIC1,02718,NP_003403.2,GLI2,01312,NP_005261.2,in vitro;in vivo
ZIC2,04353,NP_009060.2,GLI2,01312,NP_005261.2,in vitro
SUFU,06124,NP_057253.2,GLI2,01312,NP_005261.2,in vitro
STK36,09631,NP_056505.2,GLI2,01312,NP_005261.2,in vivo
ZIC3,02225,NP_003404.1,GLI3,01313,P10071,in vitro
CREBBP,02534,NP_004371.2,GLI3,01313,P10071,in vitro;in vivo
KLK2,01006,NP_005542.1,SERPINA3,00120,NP_001076.2,in vitro;in vivo
ZIC1,02718,NP_003403.2,GLI3,01313,P10071,in vitro;in vivo
SMAD4,02995,NP_005350.1,GLI3,01313,P10071,in vitro
SMAD2,03221,NP_005892.1,GLI3,01313,P10071,in vitro
SMAD1,03356,NP_005891.1,GLI3,01313,P10071,in vitro
TWIST1,03374,NP_000465.1,GLI3,01313,P10071,in vitro
ZIC2,04353,NP_009060.2,GLI3,01313,P10071,in vivo
SMAD3,04380,NP_005893.1,GLI3,01313,P10071,in vitro
SUFU,06124,NP_057253.2,GLI3,01313,P10071,in vitro
STK36,09631,NP_056505.2,GLI3,01313,P10071,in vivo
SMAD4,02995,NP_005350.1,SKIL,01319,NP_005405.2,in vivo;yeast 2-hybrid
ERBB2,01281,NP_004439.2,SERPINA3,00120,NP_001076.2,in vivo
SMAD2,03221,NP_005892.1,SKIL,01319,NP_005405.2,in vivo;yeast 2-hybrid
SMAD3,04380,NP_005893.1,SKIL,01319,NP_005405.2,in vivo;yeast 2-hybrid
CDC16,04587,NP_003894.3,SKIL,01319,NP_005405.2,in vivo
FZR1,04687,NP_001129670.1,SKIL,01319,NP_005405.2,in vivo
CPNE1,05014,NP_003906.2,SKIL,01319,NP_005405.2,in vitro
CPNE2,05015,NP_689940.3,SKIL,01319,NP_005405.2,yeast 2-hybrid
CPNE4,05017,NP_570720.1,SKIL,01319,NP_005405.2,in vitro;yeast 2-hybrid
SMURF2,06901,NP_073576.1,SKIL,01319,NP_005405.2,in vivo
CBL,01320,NP_005179.2,CBL,01320,NP_005179.2,in vitro;in vivo
NHEJ1,07784,NP_079058.1,LIG4,03500,NP_002303.2,in vitro;in vivo
ADRA1D,00079,NP_000669.1,FLNC,00018,NP_001449.3,yeast 2-hybrid
KLK3,01461,NP_001639.1,SERPINA3,00120,NP_001076.2,in vitro;in vivo
PLCG1,01398,NP_002651.2,CBL,01320,NP_005179.2,in vitro;in vivo
PTPN6,01475,NP_536859.1,CBL,01320,NP_005179.2,in vitro;in vivo
TYK2,01490,NP_003322.3,CBL,01320,NP_005179.2,in vitro;in vivo
ZAP70,01495,NP_001070.2,CBL,01320,NP_005179.2,in vitro;in vivo
ITK,01746,NP_005537.3,CBL,01320,NP_005179.2,in vitro;in vivo
ABL1,01809,NP_009297.2,CBL,01320,NP_005179.2,in vitro;in vivo
SRC,01819,NP_005408.1,CBL,01320,NP_005179.2,in vitro;in vivo
NOTCH1,01827,NP_060087.3,CBL,01320,NP_005179.2,in vivo
BLK,01866,NP_001706.2,CBL,01320,NP_005179.2,in vitro;in vivo
BTK,02248,NP_000052.1,CBL,01320,NP_005179.2,in vitro
F5,01964,NP_000121.2,SERPINA3,00120,NP_001076.2,in vitro
SH3KBP1,02301,NP_114098.1,CBL,01320,NP_005179.2,in vitro;in vivo;yeast 2-hybrid
SYK,02514,NP_003168.2,CBL,01320,NP_005179.2,in vitro;in vivo
SCN5A,02543,NP_932173.1,CBL,01320,NP_005179.2,in vivo
VAV2,02694,NP_001127870.1,CBL,01320,NP_005179.2,in vivo
NCK1,02740,NP_006144.1,CBL,01320,NP_005179.2,in vitro;in vivo
SHC1,02780,NP_001123512.1,CBL,01320,NP_005179.2,in vitro;in vivo
INPPL1,02900,NP_001558.3,CBL,01320,NP_005179.2,in vivo
SLA,03060,NP_006739.2,CBL,01320,NP_005179.2,in vitro;in vivo
PTK2B,03131,NP_004094.3,CBL,01320,NP_005179.2,in vivo
UBE2G1,03340,NP_003333.1,CBL,01320,NP_005179.2,in vitro
POLA1,02416,NP_058633.2,SERPINA3,00120,NP_001076.2,in vitro
LCP2,03362,NP_005556.1,CBL,01320,NP_005179.2,in vivo
CRKL,03596,NP_005198.1,CBL,01320,NP_005179.2,in vitro;in vivo
SPRY2,03916,NP_005833.1,CBL,01320,NP_005179.2,in vitro;in vivo;yeast 2-hybrid
KHDRBS1,03926,NP_006550.1,CBL,01320,NP_005179.2,in vivo
EPHB6,04133,NP_004436.2,CBL,01320,NP_005179.2,in vivo
UBE2D2,04268,NP_003330.1,CBL,01320,NP_005179.2,in vitro
UBE2G2,04387,NP_003334.2,CBL,01320,NP_005179.2,in vitro
PIK3R2,04404,NP_005018.1,CBL,01320,NP_005179.2,in vivo
CD151,03763,NP_004348.2,ITGA3,05431,NP_005492.1,in vivo
UBE2L3,04762,NP_003338.1,CBL,01320,NP_005179.2,in vitro
CTRC,03242,NP_009203.2,SERPINA3,00120,NP_001076.2,in vivo
CD2AP,05026,NP_036252.1,CBL,01320,NP_005179.2,in vitro;in vivo
CD151,03763,NP_004348.2,ITGB1,00628,NP_391987.1,in vivo
SORBS1,05587,NP_001030126.1,CBL,01320,NP_005179.2,in vitro;yeast 2-hybrid
SLA2,05955,NP_115590.1,CBL,01320,NP_005179.2,in vitro;in vivo
PTPN22,06100,NP_057051.3,CBL,01320,NP_005179.2,in vitro;in vivo
SHC1,02780,NP_001123512.1,CD81,08924,NP_004347.1,in vivo
FRS2,06372,NP_006645.3,CBL,01320,NP_005179.2,in vitro
EIF5B,07304,NP_056988.3,CBL,01320,NP_005179.2,in vivo
SMAD5,04381,NP_005894.3,SNRPA,01658,NP_004587.1,yeast 2-hybrid
DNAJC1,09922,NP_071760.2,SERPINA3,00120,NP_001076.2,in vitro;in vivo;yeast 2-hybrid
CDKL2,16021,NP_003939.1,CBL,01320,NP_005179.2,in vivo
UBASH3B,16463,NP_116262.2,CBL,01320,NP_005179.2,in vitro;yeast 2-hybrid
PGGT1B,03612,NP_005014.2,RHOB,01321,NP_004031.1,in vitro
PDE6D,04056,NP_002592.1,RHOB,01321,NP_004031.1,in vivo;yeast 2-hybrid
ARHGDIG,04163,NP_001167.2,RHOB,01321,NP_004031.1,yeast 2-hybrid
RHPN2,10192,NP_149094.3,RHOB,01321,NP_004031.1,in vitro;in vivo;yeast 2-hybrid
ARHGEF3,12480,NP_001122087.1,RHOB,01321,NP_004031.1,in vivo
ROCK1,03414,NP_005397.1,RHOC,01322,NP_786886.1,in vivo
RTKN,03795,NP_001015055.1,RHOC,01322,NP_786886.1,yeast 2-hybrid
CIT,09289,NP_009105.1,RHOC,01322,NP_786886.1,in vitro;yeast 2-hybrid
ATN1,06311,NP_001931.2,PSMA3,01463,NP_002779.1,yeast 2-hybrid
RHOA,01323,NP_001655.1,RHOA,01323,NP_001655.1,in vitro
PLCG1,01398,NP_002651.2,RHOA,01323,NP_001655.1,in vitro;in vivo
KCNA2,01443,NP_004965.1,RHOA,01323,NP_001655.1,in vivo;yeast 2-hybrid
PRKCA,01498,NP_002728.1,RHOA,01323,NP_001655.1,in vivo
TGM2,01825,NP_004604.2,RHOA,01323,NP_001655.1,in vivo
FLNA,02060,NP_001104026.1,RHOA,01323,NP_001655.1,in vivo
OPHN1,02130,NP_002538.1,RHOA,01323,NP_001655.1,in vitro
MCF2,02406,NP_001093325.1,RHOA,01323,NP_001655.1,in vitro
KTN1,02661,NP_891556.1,RHOA,01323,NP_001655.1,in vitro;in vivo;yeast 2-hybrid
VAV2,02694,NP_001127870.1,RHOA,01323,NP_001655.1,in vivo
ATN1,06311,NP_001931.2,GIGYF1,10145,NP_072096.2,yeast 2-hybrid
PKN1,03019,NP_998725.1,RHOA,01323,NP_001655.1,in vitro;in vivo
DGKQ,03127,NP_001338.2,RHOA,01323,NP_001655.1,in vitro;in vivo
PRKACA,03382,NP_002721.1,RHOA,01323,NP_001655.1,in vitro;in vivo
ROCK1,03414,NP_005397.1,RHOA,01323,NP_001655.1,in vitro;yeast 2-hybrid
TRIO,03537,NP_009049.2,RHOA,01323,NP_001655.1,in vitro
ARHGDIA,03565,NP_004300.1,RHOA,01323,NP_001655.1,in vitro;in vivo
PPP1R12A,03606,NP_002471.1,RHOA,01323,NP_001655.1,in vitro;in vivo
RTKN,03795,NP_001015055.1,RHOA,01323,NP_001655.1,in vitro;yeast 2-hybrid
CNTNAP1,03825,NP_003623.1,RHOA,01323,NP_001655.1,in vitro
PLD1,03855,NP_002653.1,RHOA,01323,NP_001655.1,in vitro;in vivo
CTSB,00287,NP_680090.1,SLPI,00121,NP_003055.1,in vitro
PKN2,03972,NP_006247.1,RHOA,01323,NP_001655.1,in vitro;in vivo
PDE6D,04056,NP_002592.1,RHOA,01323,NP_001655.1,in vivo;yeast 2-hybrid
ARHGAP1,04108,NP_004299.1,RHOA,01323,NP_001655.1,in vitro
ARHGDIB,04162,NP_001166.3,RHOA,01323,NP_001655.1,in vivo
ARHGDIG,04163,NP_001167.2,RHOA,01323,NP_001655.1,in vitro
AKAP13,05253,NP_006729.4,RHOA,01323,NP_001655.1,in vivo
RABAC1,05375,NP_006414.2,RHOA,01323,NP_001655.1,in vivo;yeast 2-hybrid
ARHGEF4,05559,NP_056135.2,RHOA,01323,NP_001655.1,in vitro
VAV3,05706,NP_006104.4,RHOA,01323,NP_001655.1,in vitro
ARHGEF12,09207,NP_056128.1,RHOA,01323,NP_001655.1,in vitro;in vivo
CTSS,00292,NP_004070.3,SLPI,00121,NP_003055.1,in vitro
CIT,09289,NP_009105.1,RHOA,01323,NP_001655.1,in vitro;yeast 2-hybrid
ARHGEF11,09302,NP_937879.1,RHOA,01323,NP_001655.1,in vitro
ICMT,09321,NP_036537.1,RHOA,01323,NP_001655.1,in vitro
SRGAP1,09406,NP_065813.1,RHOA,01323,NP_001655.1,in vivo
DAAM1,09433,NP_055807.1,RHOA,01323,NP_001655.1,in vitro;in vivo
RHPN2,10192,NP_149094.3,RHOA,01323,NP_001655.1,in vitro;in vivo
SH3BP1,10227,NP_061830.3,RHOA,01323,NP_001655.1,in vitro
ARHGEF2,10458,NP_001155855.1,RHOA,01323,NP_001655.1,in vitro
DEF6,10869,NP_071330.3,RHOA,01323,NP_001655.1,in vitro
GMIP,11005,NP_057657.2,RHOA,01323,NP_001655.1,in vitro;in vivo
CTSL1,00293,NP_001903.1,SLPI,00121,NP_003055.1,in vitro
RAP1GDS1,11763,NP_001093896.1,RHOA,01323,NP_001655.1,in vitro;yeast 2-hybrid
TRPC1,11894,NP_003295.1,RHOA,01323,NP_001655.1,in vitro;in vivo
CNKSR1,11937,AAH11604.1,RHOA,01323,NP_001655.1,in vitro;in vivo;yeast 2-hybrid
ARHGEF18,12479,NP_001124427.1,RHOA,01323,NP_001655.1,in vitro
ARHGEF3,12480,NP_001122087.1,RHOA,01323,NP_001655.1,in vivo
-,13573,NP_001104740.1,RHOA,01323,NP_001655.1,in vitro
MCF2L,14371,NP_001106203.1,RHOA,01323,NP_001655.1,in vitro
-,15244,NP_001073948.1,RHOA,01323,NP_001655.1,in vitro;yeast 2-hybrid
DOCK7,16833,NP_212132.2,RHOA,01323,NP_001655.1,in vitro
SMAD5,04381,NP_005894.3,PSMD11,05119,NP_002806.2,yeast 2-hybrid
ADRA1B,00080,NP_000670.1,FLNC,00018,NP_001449.3,yeast 2-hybrid
ELANE,00554,NP_001963.1,SLPI,00121,NP_003055.1,in vitro
RHPN1,17973,NP_443156.2,RHOA,01323,NP_001655.1,in vitro;in vivo
SPRED2,18100,NP_861449.2,RHOA,01323,NP_001655.1,in vivo
SMAD5,04381,NP_005894.3,U2AF2,01872,NP_009210.1,yeast 2-hybrid
SMAD5,04381,NP_005894.3,SOX5,18086,NP_008871.3,yeast 2-hybrid
OAZ1,03346,NP_004143.1,ODC1,01324,NP_002530.1,in vitro
OAZ2,11966,AAF99601.1,ODC1,01324,NP_002530.1,in vitro
ACP5,01374,NP_001602.1,SPP1,01325,NP_001035147.1,in vitro
PRKCA,01498,NP_002728.1,SPP1,01325,NP_001035147.1,in vitro
MMP7,01525,NP_002414.1,SPP1,01325,NP_001035147.1,in vitro;in vivo
ITGAV,01903,NP_002201.1,SPP1,01325,NP_001035147.1,in vitro;in vivo
GRN,00733,NP_002078.1,SLPI,00121,NP_003055.1,in vitro;in vivo;yeast 2-hybrid
ITGA9,04910,NP_002198.2,SPP1,01325,NP_001035147.1,in vitro;in vivo
PRKG1,08910,NP_006249.1,SPP1,01325,NP_001035147.1,in vitro
SMAD5,04381,NP_005894.3,HBG2,00792,NP_000175.1,yeast 2-hybrid
TTN,01787,NP_596869.3,NBR1,01326,NP_114064.1,in vitro;yeast 2-hybrid
CIB1,03800,NP_006375.2,NBR1,01326,NP_114064.1,in vitro;yeast 2-hybrid
FEZ1,09212,NP_005094.1,NBR1,01326,NP_114064.1,in vivo;yeast 2-hybrid
VAPA,09299,NP_003565.4,OSBP,01327,NP_002547.1,in vitro;in vivo;yeast 2-hybrid
SMAD5,04381,NP_005894.3,RBM4,03982,NP_002887.2,yeast 2-hybrid
AVP,01891,NP_000481.2,OXTR,01328,NP_000907.2,in vivo
OXT,08880,NP_000906.1,OXTR,01328,NP_000907.2,in vitro
KLK3,01461,NP_001639.1,SLPI,00121,NP_003055.1,in vitro
PCSK6,01329,NP_612193.1,PCSK6,01329,NP_612193.1,in vivo
PCSK6,01329,NP_612193.1,PMCH,01459,NP_002665.2,in vitro;in vivo
PCSK6,01329,NP_612193.1,FLG,15920,NP_002007.1,in vitro
RB1,01574,NP_000312.2,PAX2,01330,NP_003981.2,in vivo
MAPK8,03100,NP_620637.1,PAX2,01330,NP_003981.2,in vitro;in vivo
WT1,06163,NP_077744.3,PAX2,01330,NP_003981.2,in vitro;in vivo
PAXIP1,08491,NP_031375.3,PAX2,01330,NP_003981.2,in vitro;in vivo;yeast 2-hybrid
SFRP2,16041,NP_003004.1,PAX2,01330,NP_003981.2,in vitro
HIRA,02583,NP_003316.3,PAX7,01331,NP_002575.1,in vitro;yeast 2-hybrid
MEOX1,02537,NP_004518.1,PAX1,01332,NP_006183.2,in vitro;yeast 2-hybrid
PRSS2,03335,NP_002761.1,SLPI,00121,NP_003055.1,in vitro
MEOX2,02760,NP_005915.2,PAX1,01332,NP_006183.2,in vitro;yeast 2-hybrid
PAX5,01334,NP_057953.1,PAX5,01334,NP_057953.1,in vivo
MYB,01810,NP_001123645.1,PAX5,01334,NP_057953.1,in vivo
ID3,02608,NP_002158.3,PAX5,01334,NP_057953.1,in vivo
KPNA2,02818,NP_002257.1,PAX5,01334,NP_057953.1,in vitro;yeast 2-hybrid
KPNA1,02819,NP_002255.3,PAX5,01334,NP_057953.1,in vitro;yeast 2-hybrid
DAXX,04424,NP_001135442.1,PAX5,01334,NP_057953.1,in vitro;in vivo;yeast 2-hybrid
TLE4,05502,AAH59405.1,PAX5,01334,NP_057953.1,in vitro;in vivo;yeast 2-hybrid
SMAD5,04381,NP_005894.3,RYR2,01619,NP_001026.2,yeast 2-hybrid
NKX2-1,02798,NP_001073136.1,PAX8,01335,NP_003457.1,in vitro;in vivo
ATN1,06311,NP_001931.2,SIAH1,03736,NP_001006611.1,yeast 2-hybrid
SMAD3,04380,NP_005893.1,PAX8,01335,NP_003457.1,in vitro;in vivo
WBP2,06097,NP_036610.2,PAX8,01335,NP_003457.1,in vitro;in vivo
PAX9,01336,NP_006185.1,KDM5B,09251,NP_006609.3,in vivo;yeast 2-hybrid
SRF,02788,NP_003122.1,PRRX1,01337,NP_073207.1,in vitro;in vivo
GTF2I,03399,NP_127492.1,PRRX1,01337,NP_073207.1,in vitro;in vivo
MAFG,03605,NP_002350.1,PRRX1,01337,NP_073207.1,in vitro;in vivo
MAFF,05343,NP_036455.1,PRRX1,01337,NP_073207.1,in vitro
REG3A,01342,NP_620355.1,REG1A,01338,NP_002900.2,in vitro;yeast 2-hybrid
CTRC,03242,NP_009203.2,SPINK1,01341,NP_003113.2,in vitro
PLSCR1,08855,NP_066928.1,SLPI,00121,NP_003055.1,in vitro
PRSS7,05972,NP_002763.2,SPINK1,01341,NP_003113.2,in vitro
NRSN1,18285,NP_542454.3,SPINK1,01341,NP_003113.2,in vitro
SMAD5,04381,NP_005894.3,VPS24,15650,NP_057163.1,yeast 2-hybrid
TRHDE,09506,NP_037513.1,REG3A,01342,NP_620355.1,in vitro;yeast 2-hybrid
SMAD5,04381,NP_005894.3,BCAT1,00216,NP_005495.2,yeast 2-hybrid
SMAD5,04381,NP_005894.3,PPIL4,07606,NP_624311.1,yeast 2-hybrid
SMAD5,04381,NP_005894.3,SNRNP70,01617,NP_003080.2,yeast 2-hybrid
NFX1,11936,NP_002495.2,ELAVL4,01343,NP_001138247.1,in vitro;in vivo
SMAD5,04381,NP_005894.3,WWP1,03811,NP_008944.1,yeast 2-hybrid
SERPINC1,00122,NP_000479.1,SERPINC1,00122,NP_000479.1,in vitro
SPG20,06170,NP_055902.1,ZFYVE9,04782,NP_004790.2,yeast 2-hybrid
PTH1R,01347,NP_000307.1,PTH,01345,NP_000306.1,in vivo
MEP1A,02666,NP_005579.2,PTH,01345,NP_000306.1,in vitro
PTH2R,03276,NP_005039.1,PTH,01345,NP_000306.1,in vivo
PCNA,01456,NP_002583.1,CCND1,01346,NP_444284.1,in vitro
RB1,01574,NP_000312.2,CCND1,01346,NP_444284.1,in vivo
SP1,01796,NP_612482.2,CCND1,01346,NP_444284.1,in vivo
TAF1,02436,NP_004597.2,CCND1,01346,NP_444284.1,in vitro;in vivo;yeast 2-hybrid
AR,02437,NP_000035.2,CCND1,01346,NP_444284.1,in vitro;in vivo
IFI27,02479,NP_005523.3,CCND1,01346,NP_444284.1,in vivo
SDC2,00803,NP_002989.2,SERPINC1,00122,NP_000479.1,in vivo
CDKN1B,02867,NP_004055.1,CCND1,01346,NP_444284.1,in vitro;in vivo
MYBL2,03247,NP_002457.1,CCND1,01346,NP_444284.1,in vitro;in vivo
PRKACA,03382,NP_002721.1,CCND1,01346,NP_444284.1,in vitro;in vivo
NCOA3,03570,NP_858045.1,CCND1,01346,NP_444284.1,in vivo
NCOA1,04070,NP_003734.3,CCND1,01346,NP_444284.1,in vitro;in vivo
EP300,04078,NP_001420.2,CCND1,01346,NP_444284.1,in vitro
CDK6,04533,NP_001250.1,CCND1,01346,NP_444284.1,in vitro;in vivo
AKAP8,05258,NP_005849.1,CCND1,01346,NP_444284.1,in vivo
GSK3B,05418,NP_002084.2,CCND1,01346,NP_444284.1,in vitro;in vivo
KLK2,01006,NP_005542.1,SERPINC1,00122,NP_000479.1,in vitro
CCNDBP1,06156,NP_036274.3,CCND1,01346,NP_444284.1,in vitro;in vivo
KAT2B,06780,NP_003875.3,CCND1,01346,NP_444284.1,in vitro;in vivo
RBX1,06794,NP_055063.1,CCND1,01346,NP_444284.1,in vivo
THRA,07185,NP_003241.2,CCND1,01346,NP_444284.1,in vivo
THRB,07521,NP_000452.2,CCND1,01346,NP_444284.1,in vitro;in vivo
HDAC3,08950,NP_003874.2,CCND1,01346,NP_444284.1,in vivo
ORC4L,09118,NP_002543.2,CCND1,01346,NP_444284.1,in vitro
CUL3,09123,NP_003581.1,CCND1,01346,NP_444284.1,in vivo
DMTF1,09770,NP_066968.3,CCND1,01346,NP_444284.1,in vivo
HERC5,10502,NP_057407.2,CCND1,01346,NP_444284.1,in vivo
PLG,01417,NP_000292.1,SERPINC1,00122,NP_000479.1,in vitro
MCM10,11297,NP_877428.1,CCND1,01346,NP_444284.1,in vitro
NPDC1,12048,NP_056207.3,CCND1,01346,NP_444284.1,in vitro
BMP4,00207,NP_001193.2,ZFYVE9,04782,NP_004790.2,yeast 2-hybrid
PTHLH,01348,NP_945316.1,PTH1R,01347,NP_000307.1,in vivo
SLC9A3R1,05406,NP_004243.1,PTH1R,01347,NP_000307.1,in vitro;in vivo
SLC9A3R2,05946,NP_001123484.1,PTH1R,01347,NP_000307.1,in vivo
KLK3,01461,NP_001639.1,PTHLH,01348,NP_945316.1,in vitro
KPNB1,04114,NP_002256.2,PTHLH,01348,NP_945316.1,in vitro
CLU,01706,NP_001822.2,PON1,01351,NP_000437.3,in vitro;in vivo
JUP,01414,NP_002221.1,DSG3,01355,NP_001935.2,in vitro;in vivo
ADRA1A,00081,NP_150646.3,FLNC,00018,NP_001449.3,yeast 2-hybrid
F2,01488,NP_000497.1,SERPINC1,00122,NP_000479.1,in vitro
CASP3,02799,NP_004337.2,DSG3,01355,NP_001935.2,in vitro;in vivo
TAP2,01360,NP_000535.3,TAP1,01359,NP_000584.2,in vitro;in vivo
PDIA3,03625,NP_005304.3,TAP1,01359,NP_000584.2,in vitro;in vivo
TAPBP,09061,NP_757345.2,TAP1,01359,NP_000584.2,in vitro;in vivo
TAPBP,09061,NP_757345.2,TAP2,01360,NP_000535.3,in vitro;in vivo
PRKCA,01498,NP_002728.1,PAM,01361,NP_000910.2,in vitro
KALRN,06859,NP_001019831.2,PAM,01361,NP_000910.2,yeast 2-hybrid
RASSF9,08826,NP_005438.2,PAM,01361,NP_000910.2,in vitro;yeast 2-hybrid
UHMK1,12318,NP_787062.1,PAM,01361,NP_000910.2,in vitro;in vivo;yeast 2-hybrid
PIK3R1,01381,NP_852664.1,NUP85,01363,NP_079120.1,in vivo
VIM,01899,NP_003371.2,NUP85,01363,NP_079120.1,in vivo
PRKACA,03382,NP_002721.1,NUP85,01363,NP_079120.1,in vivo
